producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,No flexibility in personalization of handset.. Not user friendly.. Their is a difference between sophisticated & complicated.. It tends to inclined towards latter..,3.0,Bipin Kulkarni,Its just another smartphone
Apple iPhone XR (64GB), India ,They have not provided lightning connector but mentioned in the box providing lightning connector,4.0,Sudheep,Not provided lightning connector
Apple iPhone XR (64GB), India ,Do you really need any review here? Probably not.,5.0,Basab Nanda,Go for it
Apple iPhone XR (64GB), India ,"Camera,battery,face recognition are excellent",5.0,M.S.MANOHAR,High quality
Apple iPhone XR (64GB), India ,Reasonable price in apple range n worth it,5.0,Manas,Battery performance is much better
Apple iPhone XR (64GB), India ,Did not expect such poor camera quality from apple phones even my earlier iphone had a better camera. Overall has a good battery backup but really disappointed with camera quality...,5.0,Gaurav Sharma,"Good battery, very bad camera"
Apple iPhone XR (64GB), India ,"We can not add song and videos from the outer device. Some application is not supported like true caller, call records, google map not working properly, battery back up is very nice.",5.0,Bibhuti B.,Review
Apple iPhone XR (64GB), India ,"Thank you, Amazon for delivering the order within two days. The phone is a real bomb. Just loving it. Best camera, long battery, everything is great. I'd highly recommend this phone.",5.0,Nishanth shetty,A dream come true.
Apple iPhone XR (64GB), India ,I'm in love with how this phone feels in the hand when held properly. Battery life is super good.,5.0,Krishna,Awesome purchase
Apple iPhone XR (64GB), India ,Bad battery life and heats up,4.0,Navin,Not value for money
Apple iPhone XR (64GB), India ,"Overall worth paying, value for money, durable, efficient, advance product",5.0,dixit sabharwal,Brilliantly good for all business people because of long battery life
Apple iPhone XR (64GB), India ,Value for money no difference 11 or sr,5.0,Jagtar singh Khalsa,Wee sugest ko bay this prhar other than 11
Apple iPhone XR (64GB), India ,"Packet received from amazon without any flaws. Night mode pictures were a disappointment, battery backup is superb, never ever had expected such a powerful catalyst. Overall it is a â€œtake itâ€",4.0,Khanin B Deori,Amazing
Apple iPhone XR (64GB), India ,I bought it for a steal price. I definitely recommend to buy it when in sale,5.0,priya,Amazing
Apple iPhone XR (64GB), India ,As usual a good phone at this price point.,5.0,raj,A good value for money at 41k
Apple iPhone XR (64GB), India ,Awesome Product.. very difficult to describe feelings in words.. but it is simply awesome..,5.0,Swapnil Bodke,Ek Number
Apple iPhone XR (64GB), India ,Am speechless and just lovin it..,5.0,Det@,Awesome!
Apple iPhone XR (64GB), India ,Extremely satisfied with this product. Turely value for money.,5.0,Tarak Nath Das,Value for money product
Apple iPhone XR (64GB), India ,Awesome phone. Bought @ prime day at 55k. Best deal,5.0,Amazon Customer,Awesome
Apple iPhone XR (64GB), India ,Being an Apple fan for more than 20 years love this iPhone.,5.0,Harshad,Glad to purchase this
Apple iPhone XR (64GB), India ,If you have a budget of 45k + .. donâ€™t think of any other phone .. just buy XR .. loved it,5.0,Amazon Customer,Best IPhone ever
Apple iPhone XR (64GB), India ,Got the blue iPhone XR 128 gb for 43000.. works like a charm. All day battery in heavy use and two day with normal use... camera is super awesome. Thanks Amazon.,5.0,parth p.,Prefer it over oneplus 7t
Apple iPhone XR (64GB), India ,"Touching screen is not quite good, sometime it hangs, when calling time screen get blank, then we have to press Power button 2 times then it wakes up...",3.0,Srikanth,Hanging issue
Apple iPhone XR (64GB), India ,Fantastic product,5.0,TSPBV Subbarao,On time delivery with good quality product
Apple iPhone XR (64GB), India ,Good and value for money,5.0,Anand Gupta,Good and value for money
Apple iPhone XR (64GB), India ,"This phone is a beast, great battery life and the user experience on this phone is amazing as well",4.0,Shayak,Amazing phone
Apple iPhone XR (64GB), India ,Colour is totally different. Don't go with the looks in Amazon website.,2.0,piyali das,Colour different
Apple iPhone XR (64GB), India ,Good perfomance. Got it at 42k,4.0,TabbyIndian,Apple iPhone XR is nice
Apple iPhone XR (64GB), India ,Bad battery life,1.0,Amazon Customer,Poor battery
Apple iPhone XR (64GB), India ,Nice phone,1.0,Komal jain,Nice looking all quality good
Apple iPhone XR (64GB), India ,Nothing new to share about Apple. Itâ€™s a perfect mobile,5.0,Babu,Mind blowing
Apple iPhone XR (64GB), India ,"Finally an IPhone with excellent battery backup. Face recognition works perfectly and so does Siri. If you are unsure about Iphone 11, go for this one",5.0,Saptak Guha,Excellent Battery Backup
Apple iPhone XR (64GB), India ,It's a nice deal through Amazon.The product quality of iPhone XR is amazing.Such a grt experience to have an iPhone.This is first time I m using an apple product.You can go for it blindly,4.0,sumit biswas,Just wow
Apple iPhone XR (64GB), India ,Good product but single back camera,4.0,Salim khan,iPhone xr
Apple iPhone XR (64GB), India ,Never purchase Apple products on Amazon. Worst product! Even worst service by Amazon! The phone was having heating issues!,1.0,Sanket Sony,Never buy an iPhone from Amazon
Apple iPhone XR (64GB), India ,Very worst quality,1.0,Worst service not given any response as on date ,Not good
Apple iPhone XR (64GB), India ,100% satisfied with the quality  shipping genuine product all things are working fine product is 100% genuine shipping time as said very fast,5.0,Gufran Ahmed ,"100% satisfied with the quality, shipping, genuine product"
Apple iPhone XR (64GB), India ,Nothing new to write about iPhone. The color of the phone is just gorgeous!!! Everyone loves it.,5.0,Avishek Mazumder,Excellent color options
Apple iPhone XR (64GB), India ,Capable of good processing and memory optimization is fantastic which leads to lag free experience in high gaming application,5.0,swapnil,Good and lag free experience
Apple iPhone XR (64GB), India ,It is a great phone for professional usage,5.0,Krunal,Great for professional usage
Apple iPhone XR (64GB), India ,Over all the performance is good. I am happy with this iPhone XR especially for all day lasting battery.,5.0,Biju V.,Awesome phone
Apple iPhone XR (64GB), India ,"Excellent mobile phone ,I love it",5.0,Praveen,A class Product
Apple iPhone XR (64GB), India ,Moved from android to iOS different experience. Good battery back up. Getting charge is too late compared to android mobiles. Fast charger is not available with box. Camera was awesome,5.0,T H.,Excellent
Apple iPhone XR (64GB), India ,"Just owsm.. battery backup supb, camera quality supb, class look",5.0,Pranaya Ranjan Nayak,I just love this colour (red)
Apple iPhone XR (64GB), India ,"Exactly after 15 days my lightning cable discharges some greenish liquid and stopped working , and when shown to apple service care center they told it willbe not covered under warranty.",1.0,sunil kumar singhal,Worst service by apple
Apple iPhone XR (64GB), India ,This liquid retina high quality display doesn't beat my Samsung A8. Very disappointed. Sold in 2day.,2.0,Enosh T,Display Not upto the mark.
Apple iPhone XR (64GB), India ,The name itself says a lot about the product,5.0,bobby u,Will definitely like it
Apple iPhone XR (64GB), India ,I switched from Android to this one and it is worth the switch. I got it for 50k which is the lowest deal ever.,5.0,Binoy,Top class
Apple iPhone XR (64GB), India ,Overall build quality is good,5.0,raoshama,Apple all the way!
Apple iPhone XR (64GB), India ,"Great purchase from Amazon and product even better as expected, you canâ€™t compare with other brands apple is apple...",5.0,Irfan khan,Great product
Apple iPhone XR (64GB), India ,its good product but not tested for esim,5.0,Shilpa T,look is awsome
Apple iPhone XR (64GB), India ,"I like this phone, great battery back up..and after all its iphone. Happy with it",5.0,nayan,"Very Nice Phone, Great Battery Life"
Apple iPhone XR (64GB), India ,Face recognition Nd battery life is not too good as I was thinking..the face unlock is automatically open by my bro face as he is not put his face as password in the phone then also how,4.0,Sudhanshu tomar,Overall it is good
Apple iPhone XR (64GB), India ,When the call come together it hang and light of to use again we put side up down button 2 times,3.0,kapil sharma,I am not satisfied with hang of problem of this phone
Apple iPhone XR (64GB), India ,"Better than iPhone X, but price is still high compare to OnePlus market",5.0,Charanteja,Xcellent iPhone Ever
Apple iPhone XR (64GB), India ,Awesome price and awesome product by Apple and sold by amazon.,5.0,Mahesh Pranami,iPhone XR
Apple iPhone XR (64GB), India ,Best product this time.  Don't go for x or 11. Go for it then wait 02 yrs.for new one.,5.0,Oza Rakesh  Ambalal,Best phone
Apple iPhone XR (64GB), India ,Very good phone..takes very long time to charge almost 1.30 hr,5.0,mukand bisht,Takes long time for charging
Apple iPhone XR (64GB), India ,I got a iPhone day was only working for 3 hours post which it never got started..lot of effort done but not single customer service could let me know what's the way out. Screw you guys,1.0,Rahul Kanojia,Phone not working
Apple iPhone XR (64GB), India ,Every thing according to my desire. Battery is comparatively good according to my desire. Camera quality so majestic and with high quality and resolution. Eternally better than android,5.0,9082951049,Paisa Vassol Buy
Apple iPhone XR (64GB), India ,Nice camera Amazing battery approx 24 hour e sim dual sim functionality very good I love it superfast delivery by Amazon thank you Amazon and Apple,5.0,Amazon Customer,Five Star Apple
Apple iPhone XR (64GB), India ,After iphone 6s i purchase XR model..which is highly smooth in usage..,5.0,chellakumar,Amazing as usual with Apple product..
Apple iPhone XR (64GB), India ,I don't seem to have got cash back of RS. 3000. Can you please check.,1.0,VN,Cash back
Apple iPhone XR (64GB), India ,overall satisfied with the new iPhone XR,5.0,Harish HR,iPhone XR
Apple iPhone XR (64GB), India ,NYC,5.0,Muskan Batra,Nice !!!!
Apple iPhone XR (64GB), India ,The product is good for those who are in view of buying ios having a full display as per the recent trend.,4.0,Pranesh,Review of iPhone XR
Apple iPhone XR (64GB), India ,Sometimes itâ€™s automatically switched off while it have enough battery life. Ringtone sound and other output sounds are not rangable one and its like low level mobile.,3.0,Amazon Customer,Not a compact phone
Apple iPhone XR (64GB), India ,Its best budget iphone to buy in market right now. Display is not a serious issue and remaining features are similar to its siblings xs and xs max. Bought it for â‚¹52k so got a excellent deal.,5.0,Sanjay Singh,Amazing product
Apple iPhone XR (64GB), India ,over all mobile is good but after one month using this phone now my battery Maximum Capacity showing 98% which is not acceptable.,3.0,Amazon Customer,over all mobile is good but after one month Maximum Capacity showing 98% which is not acceptable.
Apple iPhone XR (64GB), India ,if u want to secure phone then go for ios.,5.0,Santosh,best n beast
Apple iPhone XR (64GB), India ,Product is damn good on all counts. A fast charger required. WhatsApp data transfer  from earlier Android device is not possible.,5.0,Amazon Customer,Beautiful Apple product
Apple iPhone XR (64GB), India ,All the features were cool except the green dot that appears on most of the photos in the form of a lens flare is a bit annoying.,5.0,Benjamin Vijay,Cool product
Apple iPhone XR (64GB), India ,"Buy it without hesitation,awesome camera, awesome battery life , everything is good.",5.0,gaurav kumar1,Totally worth it gadget
Apple iPhone XR (64GB), India ,Nothing to say about it,5.0,Jayanta Das,Finest
Apple iPhone XR (64GB), India ,I am very disappointed with Amazon within 3 months of buying an iphone the phone got dead and is not switching on. I wouldn't recommend anyone to buy an iphone from amazon.,1.0,Pranav m.,Phone not working
Apple iPhone XR (64GB), India ,After long time apple have launched budget phone which is very good.,5.0,krishna,Superb phone from apple for lesser price
Apple iPhone XR (64GB), India ,Itâ€™s awesome. Itâ€™s my first Iphone and I love it so much. Battery life is too good.,5.0,Tushar Ankush Dhuri,Its realy great experience to use
Apple iPhone XR (64GB), India ,Genuine product received not fault in package no product damage. Wonderful device.,5.0,Nitish Anchan,The best.
Apple iPhone XR (64GB), India ,"Go for it, value for money. Bought during Sales. Ppl who wants to enjoy great experience of iOS at budget, then go for this. I am sure you will not regret.",5.0,Rohan Charles,Value for money
Apple iPhone XR (64GB), India ,"Great buy, i was using android for years never used iPhone. But after purchasing Xr i can clearly see the difference, iPhone is far more faster and nice interface",5.0,Amazon Customer,Great phone
Apple iPhone XR (64GB), India ,Super smooth and easy to use with full 1.5 day battery life with dual SIM and moderate usage of phone...,4.0,prabhath p,Experience IOS as expected from Apple..!!ðŸ˜ðŸ˜˜
Apple iPhone XR (64GB), India ,Superb phone at 45k ... Apple at its best ... Awesome processing ...,5.0,DR SIDDHARTH SAXENA,Sooperb gadget !!
Apple iPhone XR (64GB), India ,I purchased this iPhone XR I think the same is refurbished item which I received.,2.0,Haresh_009,iPhone XR
Apple iPhone XR (64GB), India ,Excellent Product,5.0,Abbasali Meherali,Excellent Product
Apple iPhone XR (64GB), India ,Excellent phone with wireless charging.,5.0,Harsher Grewal,Amazing features.
Apple iPhone XR (64GB), India ,"Best mobile in low price, camera quality is batter then from China mobile 48 mega pixel means 12=48 ðŸ¤£ Face unlocked very fast,",5.0,Debibrata,Best mobile
Apple iPhone XR (64GB), India ,Please provide original invoice as the copy provided with phone was incomplete and torn . I have submit the same in my office. Please do the needful on priority.,1.0,Amazon Customer,Shall provide only after getting original invoice.
Apple iPhone XR (64GB), India ,Nice 1,5.0,madhuri rasiklal gaglani,Apple xr
Apple iPhone XR (64GB), India ,"performance,camera,battery and all features all awesome",4.0,sharanjeet s.,Better then all androids even flagships.
Apple iPhone XR (64GB), India ,Amazing product. Got in lightening deal,5.0,Terry,Value for money
Apple iPhone XR (64GB), India ,Awesome phone,5.0,purushottam,Awesome phone
Apple iPhone XR (64GB), India ,Defenetly worth it,5.0,Sri Harsha Vemuri,Mind Blowing
Apple iPhone XR (64GB), India ,No one can beat Apple Processors.,5.0,wazir,Simply Brilliant and Powerful
Apple iPhone XR (64GB), India ,Best phone I've ever had,5.0,KALIDOSS,Love it
Apple iPhone XR (64GB), India ,The phone is not good as normal I phones . Always hang. Face recognition always give problems . And if you go service Center they say take backups and come back,2.0,ramessh shettyy,Not good as other I phones
Apple iPhone XR (64GB), India ,"Got a good deal in the sale, worth it",5.0,DEVENDRA SINGH,Worth it
Apple iPhone XR (64GB), India ,"The most complete IPhone ever. You will not miss the fingerprint reader, the Face ID is amazingly fast. I am also getting good battery life with it. The single is doing wonderfully well.",5.0,Amazon Customer,Say hello to the new iPhone
Apple iPhone XR (64GB), India ,"Genuine product in best price, Happy to upgrade with iPhone XR :)",5.0,Prateek Gupta,Super ðŸ“±
Apple iPhone XR (64GB), India ,Awesome phone! True genius and different from others..,5.0,Poojadsingh,XR is great buy!
Apple iPhone XR (64GB), India ,Amazing buy. Works perfectly fine and I bought it at an unbelievable offer price.,5.0,Gunner,100% worth every penny.
Apple iPhone XR (64GB), India ,super mobile,5.0,Anis Fathima,nice mobile
Apple iPhone XR (64GB), India ,"Superb and satisfied with performence, face recognition is little bit slow rest all is gud...",5.0,Gaurang dhanik,Always no1
Apple iPhone XR (64GB), India ,"Awesome. Bang for buck. Has the features you are willing to pay for , a very decent price post HDFC cash back offer.",5.0,Gore,Bang for buck.
Apple iPhone XR (64GB), India ,"It's an awesome product from Apple, The battery life has improved alot than the previously launched iPhone models. User interface and iOS 13.2 is excellent. Guys just go for it...",5.0,Kailas Mahale,Great product n value for money.
Apple iPhone XR (64GB), India ,Excellent performance and swift touch,5.0,Aman Singh,Great performance but priced a bit high
Apple iPhone XR (64GB), India ,"Except it gets a little heated in the back while playing , other than that itâ€™s the best.",5.0,praharshith k.,X-rays 128 red
Apple iPhone XR (64GB), India ,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.,4.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,"Thanks Amazon for this superb deal,its highly unbelievable to get such an excellent model of IPhone on such a reasonable price.",5.0,Ashok s.,"Got best IPhone on great unbelievable price,thanks Amazon"
Apple iPhone XR (64GB), India ,iPhone XR is a expensive branded phone and itâ€™s a water and dust resistant but After only three weeks use  i found dust in my cameraâ€™s lens . Iâ€™m extremely disappointed about this.,1.0,chandan,It canâ€™t resist dust
Apple iPhone XR (64GB), India ,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5.0,Amazon Customer,Very good phone
Apple iPhone XR (64GB), India ,Â Best Camera quality and best battery,4.0,Arvind Kunghadkar,Best camera...
Apple iPhone XR (64GB), India ,A great product at affordable price,5.0,P P Raju,Good product
Apple iPhone XR (64GB), India ,Loving the experience with the budget iPhone,4.0,kiran,Loving the experience
Apple iPhone XR (64GB), India ,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store.",1.0,Sangmesh khadke,Within 1month battery life reduced To 1% i.e 99%
Apple iPhone XR (64GB), India ,"Good apple thanks,",5.0,Gouse,I love you Amazon. Good service.
Apple iPhone XR (64GB), India ,Good product. Bad battery life,2.0,Sam,Not acceptable from Apple
Apple iPhone XR (64GB), India ,Unfortunately having issue with screen,1.0,Nagaraji,Unfortunately phone having screen issue
Apple iPhone XR (64GB), India ,Product received Manufacturers damage display and back panel gap and back panel damage received,2.0,CHETANKUMAR HIRABHAI PARMAR,Manufacturers damage
Apple iPhone XR (64GB), India ,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds,1.0,Imran khan,Sensor and Touch Issue
Apple iPhone XR (64GB), India ,The phone is awesome. The one thing I disliked Earpods not met my expectations.,4.0,sravani soornam,Awesome
Apple iPhone XR (64GB), India ,Apple iPhone is iPhone.. Amazing feature,5.0,Gopal G.,awesome Phone
Apple iPhone XR (64GB), India ,"Realy awsom phone. Best price 23,900. Thank you amazon.",5.0,kanak,sale makes me happy
Apple iPhone XR (64GB), India ,Like the looks and a valuable investment,5.0,Laishram Rommel Kumar,iPhone XR
Apple iPhone XR (64GB), India ,Order was delivered before the estimated time of delivery. Really enjoying the product.,5.0,neetu chouhan,Nice product.
Apple iPhone XR (64GB), India ,The best smart phone. And is better android phone,4.0,Bhaidauwa,5 star.
Apple iPhone XR (64GB), India ,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading.",5.0,Jay Thobhani,Must go for it..
Apple iPhone XR (64GB), India ,"this phone is strong, i have dropped it quite a few times. camera quality is good. the battery life is better than my poco.",5.0,shahrukh sheikh,nice
Apple iPhone XR (64GB), India ,"No issues in performance, flawless",5.0,Rakesh S.,Works flawlessly
Apple iPhone XR (64GB), India ,The smoothest phone ever. Best camera,5.0,Subhomoy ,Awesome
Apple iPhone XR (64GB), India ,Apple product. I Rest my case,5.0,himanshu,Good product m
Apple iPhone XR (64GB), India ,Awesome phone,4.0,Prashant Jain,Awesome
Apple iPhone XR (64GB), India ,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5.0,Amazon Customer,Loved it
Apple iPhone XR (64GB), India ,Fantastic phoneðŸ“± ever,4.0,SP,ðŸ¤˜ðŸ˜ðŸ¤˜
Apple iPhone XR (64GB), India ,Charging Adapter/wire not working properly have to adjust at different angles.,4.0,Shreyas Tawde,Charger ðŸ‘ŽðŸ½
Apple iPhone XR (64GB), India ,"Good performance..Believe me drop test done in 1st week of purchase, not intentionally by mistake fallen down but nothing happened..Thank GodðŸ˜ðŸ˜ðŸ˜ƒ",4.0,Giri Sankar,iPhone XR Good buy with super performance
Apple iPhone XR (64GB), India ,Itâ€™s a very good and Original product.,5.0,Amazon Customer,Itâ€™s Best and Original product. Thankful to amazon
Apple iPhone XR (64GB), India ,Wonderful product.. but need to update new version after unboxingðŸ¤£ m not satisfied with packing literally t phone comes with 1 simple plastic warped cover thats it.,5.0,santosh i bidarakundi,Wonderful product
Apple iPhone XR (64GB), India ,"Facial recognition works great, camera is excellent and battery life is great too.",5.0,Samir,Best IPhone
Apple iPhone XR (64GB), India ,"Best Product, best performance, good camera quality, full day battery life, no hanging or any other issues.",5.0,Saiyed Mohammedraza,Best Phone ever
Apple iPhone XR (64GB), India ,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mb,5.0,Shubham t.,iPhone
Apple iPhone XR (64GB), India ,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.,1.0,deeptha,Manufacturing defect. Yellow tint on screen
Apple iPhone XR (64GB), India ,There is no finger print sensor. But face id does a pretty good job. Love this phone.,5.0,hi,It is a great phone for the ones new to apple
Apple iPhone XR (64GB), India ,Camera is good but not the best. Bettery life is the best. Face recognition is fast and reliable even in dark condition. The screen is best in LCD class displays.,5.0,Sulay Raval,Excllent Iphone produced by Apple.
Apple iPhone XR (64GB), India ,Nice product,5.0,SHEKHAR LAL,Nice product
Apple iPhone XR (64GB), India ,Altogether I liked. But an easy way to type other languages than English is essential,5.0,Jyotsna. G.,Good product. Worth it's value
Apple iPhone XR (64GB), India ,Bad front camera and weight of the phone. Display quality of the screen and rear camera are amazing,4.0,Amazon Customer,Satisfied
Apple iPhone XR (64GB), India ,No regrets after using almost for 1 month. Dual sim working perfectly. Guys go for it if your budget is approx 50k....donâ€™t spend on other android phone...,5.0,Avishek Chakraborty,Good one
Apple iPhone XR (64GB), India ,Mobileâ€™s screen is not scratch resistive.,5.0,Kapil Goyal,No Gorilla Glass
Apple iPhone XR (64GB), India ,Awesome product!!,5.0,Jaideep Dhumal,Just go for it!
Apple iPhone XR (64GB), India ,Sometimes face recognition stops working. Overall a brilliant phone.,5.0,Amazon Customer,Worth it
Apple iPhone XR (64GB), India ,Battery life good  camera quality is also good,5.0,Jitender rawat,Superb phone
Apple iPhone XR (64GB), India ,Superb deal during the sale and enjoying the smooth interface,5.0,Gopu,Splendid
Apple iPhone XR (64GB), India ,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5.0,Amazon Customer,If you are upgrading then this is the phone for you!
Apple iPhone XR (64GB), India ,Go for it.,5.0,Jatin Upadhyay,Reliable Product
Apple iPhone XR (64GB), India ,Worst return I have ever faced from Amazon and the boy who came to inspect the phone he had taken 300 And he's saying that everyone phone has returned but not mine,1.0,Chetan Sai,Worst Return Of Amazon Service
Apple iPhone XR (64GB), India ,Awesome phone!,5.0,BB,Best at this price!
Apple iPhone XR (64GB), India ,Itâ€™s the best phone!!â¤ï¸Camera quality is superb Nd the battery backup is too goodðŸ˜»Nd this is my first iPhone I think itâ€™s worth the money ðŸ’° ðŸ¥°,5.0,Roshithaâš¡ï¸,Itâ€™s worth the money ðŸ’° best phoneâ¤ï¸â¤ï¸
Apple iPhone XR (64GB), India ,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...,5.0,SIDDHARTH AGRAWAL,iphone xr is a good phone
Apple iPhone XR (64GB), India ,No fingerprints and moderate camera quality. Otherwise perfect phone.,5.0,KJR ,Good product except camera quality
Apple iPhone XR (64GB), India ,Not expectable,3.0,mohammed raheem,Z
Apple iPhone XR (64GB), India ,Great Product Camera is Awesome.,5.0,Mumtaz M.,Great Product
Apple iPhone XR (64GB), India ,If you love Apple then it totally makes sense.,5.0,Chitrak,Itâ€™s a good buy ...
Apple iPhone XR (64GB), India ,Its an average phone and complete wastage of money.,1.0,amit kumar,Pathetic Phone ever made by Apple
Apple iPhone XR (64GB), India ,Bang for the money,5.0,C.S.P,Best
Apple iPhone XR (64GB), India ,Beautiful product....,4.0,Amazon Customer,Beautiful
Apple iPhone XR (64GB), India ,"The phone is overall good. Its a bit heavy than other iPhones but still the battery capacity, the screen resolution are well upto the mark",4.0,Utkarsh Singh,Good Phone
Apple iPhone XR (64GB), India ,"If have budget then definitely go for it.best part of this phone is that it contains A12 Bionic chip, which takes the experience to whole new level.",5.0,Amazon Customer,Awesome
Apple iPhone XR (64GB), India ,I am having issues with the sim lot getting not detected intermittently. Causing major issues for myself,3.0,Shaik zameeruddin,Average
Apple iPhone XR (64GB), India ,the phone is awesome.battery is perfect and the camera is magnificent.its photos are like the photos of dslr.sound is also very good.build quality is also best.red color looks awesome,5.0,abhishek,in love with the phone
Apple iPhone XR (64GB), India ,Amazon is amazing! Super price and delivery. Using it without issues. I extended the warranty at Apple service.,5.0,Suraj Singh,Hot deal great product
Apple iPhone XR (64GB), India ,Very nice product.  Delivery was quick.  Very happy with the product,5.0,Biswadip Shome,Great Product
Apple iPhone XR (64GB), India ,Got a Nice deal of this superb phone. It's a worth for money deal.,5.0,Amazon Customer,Nice dael
Apple iPhone XR (64GB), India ,What to say about ï£¿. ðŸ¥° excellent phone with amazing battery backup,5.0,Jasim,Excellent Phone. Love it.
Apple iPhone XR (64GB), India ,"over all excellent my videw ,",5.0,Amazon Customer,"this phone is good under 30000, XR 128gb,"
Apple iPhone XR (64GB), India ,Camera quality not as per the expectation better to buy 1 plus variants.,1.0,Sunny,Not worthy
Apple iPhone XR (64GB), India ,Good phone for pictures and very handy and compact to use not like big phones in hand ...but the battery life was not so grate ...overall very good phone to have,4.0,sunil kumar,Good choice
Apple iPhone XR (64GB), India ,100% orignal prodecut sell Amazon. Time to deleverd prodecut. Best price 38k provide amzone in great Indian sell. Always my trustable  online wapsite is amzone .,5.0,Manish G.,iPhone XR
Apple iPhone XR (64GB), India ,Nice phone but not get the bill plz sent it,4.0,Kamini bhargava,Nice
Apple iPhone XR (64GB), India ,Awesome mobile,5.0,UDAY,Awesome mobile
Apple iPhone XR (64GB), India ,Outstanding Camera,5.0,a  d a ratnam,Happy User
Apple iPhone XR (64GB), India ,Amazing I love iphone,5.0,Amit Rawat,Superb duper
Apple iPhone XR (64GB), India ,Screen 8/10 camera 10/10 speaker 11/10 build quality : awesome. Best value phone and best in market and last but not least it is Apple,5.0,shubham chauhan,One and only Apple
Apple iPhone XR (64GB), India ,Great phone at great price,5.0,satnam singh,AWESOME XR
Apple iPhone XR (64GB), India ,Nice phkne,5.0,N SEENIVASAN,Always ULTIMATE
Apple iPhone XR (64GB), India ,1st time I had purchsed my iphone online. It was delivered on time and is working fine.,5.0,Amit Verma,Love it
Apple iPhone XR (64GB), India ,Good price & quick delivery!! As alway apple  product as of best quality.,5.0,Nilesh Kshirsagar,Nice
Apple iPhone XR (64GB), India ,"using this phone is really satisfying for that price its worth it it contains its pros and cons, but it is good and can adjusted to daily use.",5.0,Dharaninandakumar,good phone
Apple iPhone XR (64GB), India ,I upgraded from my I phone 6 - & this XR is a real step up - everything in the phone is much much better,5.0,Imraan S.,great phone - got it a fab price
Apple iPhone XR (64GB), India ,Loved it,5.0,VINITH,An apple fan
Apple iPhone XR (64GB), India ,Power adopter should be given fast charger..,3.0,Saikrishna G,Good battery life but no fast charger given
Apple iPhone XR (64GB), India ,Left speaker is not working,2.0,Suma,iPhone XR
Apple iPhone XR (64GB), India ,Worst model in iPhone series. Poor battery performance and charging will take couple of hours  and voice calls are too noisy... This is not review this is my experience.,1.0,manjunathreddy,Worst model in iphone series
Apple iPhone XR (64GB), India ,Great phone. I have using this phone for a month now. Battery life is better than other iPhones. Camera is very good.,5.0,prasanna,Awesome phone
Apple iPhone XR (64GB), India ,There is no figure print sensor but i am very happy with face unlock feature,5.0,Amazon Customer,Awesome device
Apple iPhone XR (64GB), India ,"If you want an iPhone but donâ€™t want to spend on XS or XS Max, then blindly go for it!",5.0,Arun Raghupathy,Amazing product!
Apple iPhone XR (64GB), India ,It is good for nothing.the worst ever product I have seen in my lifetime,1.0,Nazia,Cheated by amazon
Apple iPhone XR (64GB), India ,One of the best phones in this price range!,5.0,Dr Deril Joseph,Just amazing!
Apple iPhone XR (64GB), India ,Can't believe an iPhone can give good battery life. Overall great phone,5.0,rahul singh,Great
Apple iPhone XR (64GB), India ,Masterpiece from Apple,5.0,Kemparaj,Masterpiece from Apple
Apple iPhone XR (64GB), India ,Great phone with all the required features no need to spend much money for other phones xR is only enough for all my needs,5.0,Suraj,Fantastic phone
Apple iPhone XR (64GB), India ,My adapter is not working!!,1.0,ARJUN SHARMA,Charger is not working
Apple iPhone XR (64GB), India ,Amazing phone,5.0,sarah devi,Love the red colour!
Apple iPhone XR (64GB), India ,Price is very good,5.0,Poojan Patel,Value for money
Apple iPhone XR (64GB), India ,Heating persists..,4.0,Satyam,Heating issue in iphone xr
Apple iPhone XR (64GB), India ,Superb,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Overall good Experience ,,,
Apple iPhone XR (64GB), India ,The phone is a bit slow while switching data plans between the two connected sim.,2.0,saurabh,Not that great experience
Apple iPhone XR (64GB), India ,No need to say about an iPhone. This is the best of all iPhones that I have ever used. Buying it from Amazon is another enjoyment. Thank you.,5.0,Venkatesan K,Best ever iPhone
Apple iPhone XR (64GB), India ,Great product but little one day delay delivery,5.0,Palaniappan S,XR
Apple iPhone XR (64GB), India ,"Ultimate phone, red color",5.0,Amazon Customer,Best phone
Apple iPhone XR (64GB), India ,Their is no issue in screen gaming is super dope .,5.0,Jaspreet Bedi,ITS APPLE AT JUST 50K
